IUID,Endemicity,Prev_Year2000,Prev_Year2001,Prev_Year2002,Prev_Year2003,Prev_Year2004,Prev_Year2005,Prev_Year2006,Prev_Year2007,Prev_Year2008,Prev_Year2009,Prev_Year2010,Prev_Year2011,Prev_Year2012,Prev_Year2013,Prev_Year2014,Prev_Year2015,Prev_Year2016,Prev_Year2017,Prev_Year2018,Prev_Year2019,Prev_Year2020,Lower_Bound_Year2000,Lower_Bound_Year2001,Lower_Bound_Year2002,Lower_Bound_Year2003,Lower_Bound_Year2004,Lower_Bound_Year2005,Lower_Bound_Year2006,Lower_Bound_Year2007,Lower_Bound_Year2008,Lower_Bound_Year2009,Lower_Bound_Year2010,Lower_Bound_Year2011,Lower_Bound_Year2012,Lower_Bound_Year2013,Lower_Bound_Year2014,Lower_Bound_Year2015,Lower_Bound_Year2016,Lower_Bound_Year2017,Lower_Bound_Year2018,Lower_Bound_Year2019,Lower_Bound_Year2020,Upper_Bound_Year2000,Upper_Bound_Year2001,Upper_Bound_Year2002,Upper_Bound_Year2003,Upper_Bound_Year2004,Upper_Bound_Year2005,Upper_Bound_Year2006,Upper_Bound_Year2007,Upper_Bound_Year2008,Upper_Bound_Year2009,Upper_Bound_Year2010,Upper_Bound_Year2011,Upper_Bound_Year2012,Upper_Bound_Year2013,Upper_Bound_Year2014,Upper_Bound_Year2015,Upper_Bound_Year2016,Upper_Bound_Year2017,Upper_Bound_Year2018,Upper_Bound_Year2019,Upper_Bound_Year2020
GMB47661,Under surveillance,0.0781,0.07808,0.07805,0.07802,0.07797,0.07798,0.07788,0.07779,0.07537,0.07257,0.0694,0.06607,0.06152,0.05695,0.05247,0.04817,0.04418,0.04104,0.03761,0.03489,0.03303,0.01793,0.01797,0.018,0.01793,0.01797,0.01791,0.01814,0.01811,0.01796,0.0177,0.01719,0.0165,0.01581,0.01483,0.01382,0.01286,0.01189,0.01105,0.00995,0.00904,0.00814,0.19612,0.19646,0.19611,0.19626,0.19545,0.1961,0.19598,0.19575,0.18974,0.18157,0.17426,0.16598,0.15326,0.1414,0.13037,0.11997,0.11016,0.10317,0.09531,0.08994,0.08939
GMB47658,Under surveillance,0.06136,0.06118,0.0612,0.06124,0.06112,0.06109,0.06095,0.06088,0.05914,0.05706,0.05466,0.05207,0.04855,0.04499,0.04153,0.03818,0.03503,0.03247,0.02975,0.0275,0.02592,0.01074,0.01071,0.01094,0.01083,0.01108,0.01106,0.01123,0.01136,0.01163,0.01142,0.01114,0.01081,0.0102,0.00981,0.0093,0.00871,0.00795,0.00737,0.00667,0.00597,0.00517,0.17009,0.16946,0.16765,0.16879,0.16774,0.16823,0.16655,0.16628,0.1614,0.15441,0.14718,0.13975,0.13009,0.11952,0.11047,0.10095,0.09187,0.08529,0.07887,0.07348,0.0708
MLI30013,Under surveillance,0.25414,0.25455,0.25491,0.25528,0.25564,0.25595,0.25629,0.25641,0.25006,0.24315,0.17574,0.13085,0.09749,0.09487,0.09454,0.09399,0.06682,0.04611,0.04465,0.04278,0.04064,0.07581,0.07644,0.07715,0.07761,0.07804,0.07845,0.07873,0.07884,0.07631,0.07351,0.04348,0.02858,0.01989,0.01856,0.01729,0.01596,0.01041,0.00646,0.0059,0.00531,0.00472,0.56716,0.56637,0.56582,0.56521,0.56505,0.5647,0.56491,0.56473,0.55381,0.54263,0.44,0.35174,0.27328,0.26902,0.27259,0.27561,0.20311,0.14393,0.14136,0.1374,0.13267
NGA37041,Requiring PC,0.02181,0.02171,0.02164,0.02155,0.02145,0.02136,0.02129,0.02119,0.02109,0.02096,0.0208,0.02066,0.02014,0.01952,0.01902,0.01847,0.01765,0.01176,0.00829,0.00589,0.00412,0.00242,0.00244,0.00242,0.00243,0.00243,0.00242,0.00253,0.0025,0.00252,0.00252,0.00256,0.00257,0.00258,0.00252,0.00245,0.00236,0.00227,0.00148,0.00078,0.00038,0.00023,0.0618,0.06149,0.06112,0.06079,0.06031,0.06013,0.0599,0.05949,0.05907,0.0586,0.05809,0.05767,0.05562,0.05348,0.05228,0.05119,0.04847,0.03202,0.02323,0.01708,0.01225
NGA37052,Requiring PC,0.06374,0.06368,0.06362,0.06351,0.06339,0.06332,0.0631,0.06284,0.06254,0.06218,0.06176,0.06121,0.03951,0.03794,0.03481,0.02442,0.01747,0.01252,0.0089,0.0086,0.00823,0.01407,0.01413,0.01425,0.01434,0.01444,0.01455,0.01463,0.01471,0.01475,0.01473,0.01464,0.01454,0.00938,0.00888,0.00775,0.00469,0.00272,0.00159,0.00098,0.00087,0.00079,0.16883,0.16869,0.16824,0.1682,0.16815,0.16774,0.16757,0.16722,0.16682,0.16661,0.16618,0.16548,0.11257,0.11044,0.10533,0.08095,0.06224,0.04906,0.03859,0.0401,0.04142
NGA36767,Requiring PC,0.02963,0.02954,0.02946,0.02935,0.02927,0.02919,0.0291,0.02898,0.02884,0.02868,0.02848,0.02822,0.0274,0.02645,0.02579,0.02509,0.02222,0.01972,0.01854,0.01735,0.01615,0.00427,0.0043,0.00432,0.00432,0.00434,0.00433,0.00435,0.00432,0.00433,0.00434,0.00436,0.00433,0.00426,0.00419,0.00407,0.00396,0.00352,0.00308,0.00282,0.00259,0.0023,0.08625,0.08624,0.08601,0.08566,0.08534,0.0852,0.08501,0.08465,0.08415,0.08359,0.08299,0.08262,0.07926,0.07552,0.07409,0.07255,0.06332,0.05583,0.05236,0.04922,0.04587
NGA36773,Requiring PC,0.03013,0.03005,0.02995,0.02987,0.02981,0.02973,0.02964,0.02953,0.0294,0.02924,0.02906,0.02881,0.02798,0.02702,0.02636,0.02563,0.0227,0.02016,0.01896,0.01774,0.01651,0.00586,0.00584,0.00584,0.00587,0.00586,0.00587,0.0059,0.0059,0.00592,0.0059,0.00585,0.00585,0.00575,0.00564,0.00547,0.00528,0.00469,0.0041,0.0038,0.00345,0.00313,0.08102,0.08061,0.08028,0.08,0.07968,0.07938,0.07903,0.07863,0.07866,0.07823,0.0777,0.07707,0.07413,0.07071,0.06953,0.06793,0.05931,0.05221,0.04946,0.04629,0.0434
NGA36494,Non-endemic,0.01182,0.01172,0.01163,0.01153,0.01142,0.01133,0.01124,0.01116,0.01103,0.0109,0.01077,0.01053,0.01021,0.00985,0.00949,0.00913,0.00863,0.00818,0.00775,0.00729,0.00682,0.00037,0.00037,0.00038,0.00037,0.00037,0.00038,0.00037,0.00037,0.00038,0.00038,0.00038,0.00037,0.00038,0.00038,0.00037,0.00037,0.00037,0.00037,0.00037,0.00037,0.00037,0.04486,0.0443,0.04357,0.04316,0.04279,0.0422,0.0418,0.04137,0.04055,0.04001,0.03945,0.03881,0.03735,0.03592,0.03468,0.03342,0.03174,0.03001,0.02853,0.02701,0.02532
SDN53221,Unknown,0.00905,0.00896,0.0088,0.00864,0.00851,0.00838,0.00825,0.00806,0.00791,0.0077,0.00752,0.00731,0.00715,0.00694,0.00676,0.00652,0.00622,0.00585,0.00562,0.00533,0.00505,0.00071,0.00072,0.00072,0.00071,0.00072,0.00071,0.00072,0.00072,0.00072,0.00072,0.00072,0.00072,0.00071,0.00071,0.00072,0.00071,0.00071,7E-04,0.00071,0.00071,0.00071,0.04546,0.04442,0.04389,0.04273,0.04191,0.04132,0.04041,0.03968,0.03897,0.03813,0.03752,0.03695,0.03617,0.03534,0.03468,0.03334,0.03181,0.03016,0.0289,0.0275,0.02606
ETH18566,Non-endemic,0.00238,0.00235,0.00232,0.00232,0.00229,0.00226,0.00222,0.00217,0.00213,0.00209,0.00205,0.002,0.00194,0.00189,0.00182,0.00178,0.00171,0.00165,0.00162,0.00158,0.00155,0.00014,0.00014,0.00013,0.00013,0.00014,0.00014,0.00014,0.00014,0.00014,0.00014,0.00014,0.00014,0.00014,0.00014,0.00014,0.00014,0.00014,0.00014,0.00014,0.00014,0.00014,0.00799,0.00794,0.00771,0.00774,0.00746,0.00731,0.00701,0.00674,0.00662,0.00634,0.00615,0.0058,0.00567,0.0056,0.00518,0.00489,0.00459,0.00429,0.00434,0.00432,0.00432
ETH18532,Non-endemic,0.00271,0.00266,0.00259,0.00255,0.00249,0.00242,0.00239,0.00234,0.00225,0.00216,0.00209,0.00203,0.00196,0.00187,0.00178,0.00169,0.00162,0.00153,0.00152,0.0015,0.00149,0.00038,0.00037,0.00037,0.00038,0.00038,0.00037,0.00037,0.00038,0.00037,0.00037,0.00038,0.00037,0.00037,0.00037,0.00037,0.00037,0.00037,0.00037,0.00037,0.00037,0.00037,0.01079,0.01056,0.01059,0.01033,0.01007,0.00969,0.00943,0.00902,0.00853,0.00806,0.00766,0.00736,0.00708,0.00644,0.00583,0.00528,0.00499,0.00432,0.00472,0.0048,0.0049
GMB47660,Under surveillance,0.03174,0.03159,0.03147,0.0314,0.03129,0.03116,0.03103,0.03089,0.03013,0.02918,0.02802,0.02668,0.02497,0.02323,0.02143,0.01977,0.01816,0.01675,0.01537,0.01415,0.01315,0.00297,0.00301,0.00315,0.0031,0.00314,0.00321,0.00323,0.00333,0.00332,0.00332,0.00325,0.00306,0.00279,0.00271,0.00257,0.0023,0.00219,0.00201,0.00164,0.00157,0.00152,0.0967,0.09675,0.09561,0.09612,0.09549,0.09398,0.09316,0.09359,0.08901,0.08502,0.08056,0.07557,0.07023,0.06428,0.0584,0.05285,0.0487,0.04494,0.04133,0.03799,0.03586
NGA37090,Requiring PC,0.0317,0.03158,0.03146,0.03136,0.0312,0.03101,0.03082,0.03066,0.03047,0.03024,0.03001,0.02975,0.02895,0.02796,0.02534,0.02298,0.01557,0.01405,0.00981,0.00686,0.00477,0.0039,0.00394,0.00392,0.00395,0.00398,0.00406,0.00407,0.0042,0.00421,0.00424,0.00424,0.0043,0.00431,0.00432,0.00376,0.00321,0.0018,0.00143,0.00072,0.00046,0.00036,0.0979,0.09755,0.0969,0.0962,0.09578,0.09508,0.09435,0.09403,0.09347,0.09274,0.09216,0.09139,0.08775,0.08378,0.07547,0.06838,0.0442,0.04016,0.02854,0.02075,0.01516
SDN53358,Unknown,0.04392,0.04384,0.04381,0.04369,0.04356,0.04341,0.04327,0.04311,0.0429,0.04262,0.0424,0.04212,0.04182,0.04148,0.04114,0.03973,0.03818,0.03649,0.03476,0.03299,0.03124,0.00077,0.00078,0.00079,0.00077,0.00078,0.00077,0.00077,0.00078,0.00077,0.00076,0.00079,0.00078,0.00077,0.00076,0.00077,0.00077,0.00076,0.00075,0.00075,0.00073,7E-04,0.20046,0.20074,0.20071,0.20023,0.19994,0.20003,0.19995,0.19992,0.19998,0.19989,0.19928,0.19922,0.19844,0.19834,0.19782,0.19176,0.18489,0.17786,0.1711,0.16415,0.15721
ETH18665,Non-endemic,0.00364,0.00356,0.00348,0.00339,0.0033,0.00317,0.00302,0.00294,0.00281,0.00267,0.00254,0.00244,0.00227,0.00211,0.00201,0.00183,0.00169,0.00158,0.00158,0.00162,0.00161,0.00069,0.00068,7E-04,0.00069,0.00069,0.00069,0.00069,0.00069,0.00068,0.00069,0.00069,0.00069,0.00069,7E-04,7E-04,0.00069,7E-04,0.00069,0.00069,0.00069,7E-04,0.01666,0.01648,0.01595,0.01554,0.01549,0.01429,0.01396,0.01277,0.01186,0.01167,0.01087,0.00985,0.00911,0.00833,0.00755,0.00663,0.0061,0.00502,0.00569,0.00591,0.00606
NGA36785,Requiring PC,0.01426,0.01418,0.01407,0.01397,0.01388,0.01377,0.01368,0.01356,0.01343,0.01328,0.01312,0.01296,0.0126,0.01219,0.01182,0.01144,0.00778,0.00556,0.00398,0.00281,0.00195,0.00083,0.00084,0.00084,0.00083,0.00083,0.00082,0.00084,0.00084,0.00084,0.00084,0.00085,0.00086,0.00085,0.00084,0.00083,0.00082,0.00059,0.00044,0.00035,0.00032,0.00031,0.04556,0.04511,0.0446,0.04406,0.04362,0.04306,0.04257,0.04212,0.04164,0.0411,0.0406,0.04002,0.03866,0.03716,0.03609,0.03506,0.02384,0.01756,0.01307,0.00965,0.00703
TCD10727,Non-endemic,0.00599,0.00589,0.00577,0.00565,0.00552,0.00541,0.00529,0.00518,0.00505,0.00488,0.00474,0.00462,0.00446,0.0043,0.00413,0.00395,0.00379,0.00362,0.00358,0.00354,0.00347,0.00061,6E-04,0.00062,0.00061,0.00061,0.00061,0.00061,0.00062,0.00061,0.00061,0.00061,0.00061,0.00062,0.00062,0.00062,0.00061,0.00062,0.00061,0.00062,0.00061,0.00062,0.02832,0.02758,0.02694,0.02621,0.02556,0.02493,0.02447,0.02396,0.02326,0.02262,0.02194,0.02125,0.02053,0.01999,0.01932,0.01866,0.01809,0.01734,0.01719,0.0168,0.01645
ETH18680,Non-endemic,0.00341,0.00332,0.00323,0.00311,0.00302,0.0029,0.00277,0.00267,0.00255,0.0024,0.00226,0.00218,0.00203,0.00188,0.00175,0.0016,0.00147,0.00136,0.00138,0.00141,0.00141,0.00072,0.00071,0.00072,0.00072,0.00072,0.00071,0.00072,0.00072,0.00072,0.00072,0.00072,0.00072,0.00072,0.00073,0.00073,0.00072,0.00072,0.00072,0.00073,0.00072,0.00073,0.01546,0.01495,0.0147,0.01364,0.01358,0.01288,0.01209,0.01121,0.01037,0.00986,0.0094,0.00872,0.00806,0.00741,0.00657,0.00579,0.00523,0.0041,0.00498,0.00536,0.00547
ETH18525,Non-endemic,0.00392,0.00377,0.00364,0.00348,0.00339,0.00321,0.00302,0.00282,0.00267,0.00252,0.00233,0.00221,0.00203,0.00181,0.00166,0.00148,0.00131,0.00118,0.00124,0.0013,0.00134,0.00104,0.00104,0.00104,0.00104,0.00104,0.00104,0.00105,0.00105,0.00104,0.00105,0.00105,0.00106,0.00106,0.00107,0.00107,0.00106,0.00106,0.00106,0.00106,0.00106,0.00107,0.02019,0.01952,0.01843,0.0174,0.01744,0.01578,0.01455,0.01346,0.01227,0.01166,0.01103,0.01033,0.0094,0.00823,0.00728,0.00651,0.00555,0.00382,0.00526,0.00574,0.00593
SEN40223,Requiring PC,0.09394,0.094,0.09412,0.09419,0.09426,0.09427,0.09435,0.09438,0.09441,0.09422,0.0914,0.08802,0.08442,0.08055,0.07525,0.06983,0.06081,0.03893,0.02693,0.01933,0.01366,0.02153,0.02178,0.02192,0.02222,0.02236,0.02272,0.02296,0.02315,0.02333,0.02344,0.02325,0.02285,0.02227,0.02149,0.02032,0.0191,0.01616,0.00961,0.0057,0.00332,0.00185,0.23209,0.2315,0.23142,0.23054,0.23052,0.23029,0.22967,0.22935,0.22957,0.22966,0.22286,0.21524,0.20759,0.19918,0.18736,0.17605,0.15857,0.11083,0.08173,0.06267,0.04705
SEN40222,Requiring PC,0.14458,0.14482,0.14504,0.14528,0.14552,0.14567,0.14592,0.14609,0.14628,0.14628,0.14218,0.13749,0.13251,0.1272,0.11956,0.11185,0.09896,0.06519,0.0455,0.03295,0.02342,0.0397,0.03988,0.04021,0.04043,0.04067,0.04087,0.04115,0.04133,0.04146,0.04157,0.04081,0.03964,0.03832,0.03669,0.03435,0.03207,0.02741,0.01667,0.01055,0.00678,0.00428,0.33528,0.33506,0.33486,0.33481,0.33479,0.33487,0.33509,0.3353,0.33556,0.33566,0.32769,0.31908,0.3099,0.30054,0.28616,0.27197,0.24914,0.18146,0.13478,0.1029,0.07601
BFA05363,Under surveillance,0.23371,0.23411,0.23455,0.23498,0.23532,0.23545,0.17339,0.13219,0.10306,0.08094,0.06321,0.06704,0.04682,0.03361,0.03295,0.03183,0.03039,0.02883,0.02712,0.02656,0.02494,0.07784,0.07819,0.07863,0.07881,0.07874,0.07871,0.04819,0.03244,0.02292,0.0163,0.01132,0.01077,0.0061,0.00333,0.00311,0.00272,0.00244,0.00205,0.00166,0.00141,0.0012,0.50436,0.504,0.5038,0.50385,0.50397,0.50382,0.41424,0.34041,0.27934,0.22821,0.18459,0.20147,0.14903,0.11506,0.11441,0.11308,0.11053,0.1073,0.10362,0.10474,0.10139
NGA37061,Non-endemic,0.01921,0.01913,0.01906,0.01898,0.01891,0.01881,0.01872,0.01861,0.01848,0.01836,0.0182,0.018,0.01751,0.01691,0.01641,0.01587,0.01513,0.01435,0.01356,0.01276,0.01193,0.00135,0.00135,0.00136,0.00137,0.00138,0.00139,0.00137,0.00134,0.00133,0.00134,0.00136,0.00139,0.00136,0.00132,0.00129,0.00122,0.00117,0.00114,0.00108,0.00103,0.00093,0.05581,0.05541,0.05518,0.05468,0.05452,0.05425,0.05389,0.05358,0.05334,0.05288,0.05225,0.05145,0.04985,0.04786,0.04652,0.04527,0.04306,0.04068,0.0386,0.03625,0.03395
NGA37107,Requiring PC,0.02153,0.02146,0.02139,0.02131,0.02124,0.02116,0.02107,0.02095,0.02081,0.02067,0.02049,0.02025,0.01833,0.01764,0.01593,0.01436,0.00973,0.00681,0.00478,0.00333,0.0023,0.00224,0.00224,0.00225,0.00223,0.00224,0.00225,0.00226,0.00227,0.00227,0.00226,0.00224,0.00222,0.00204,0.00196,0.00175,0.00152,0.00089,0.00048,0.00027,0.00018,0.00014,0.06456,0.06441,0.06418,0.06371,0.06341,0.06323,0.06292,0.06258,0.06226,0.06185,0.0614,0.06078,0.05429,0.05188,0.04693,0.04257,0.02865,0.02045,0.01473,0.0105,0.0074
NGA37110,Requiring PC,0.03842,0.03828,0.0382,0.03808,0.03796,0.03787,0.03779,0.0376,0.03743,0.03713,0.03685,0.03647,0.03278,0.03142,0.02834,0.01917,0.01357,0.0097,0.00687,0.0048,0.00457,0.00767,0.00774,0.00777,0.00786,0.00794,0.00799,0.00801,0.00803,0.00808,0.0081,0.00808,0.00805,0.00723,0.00689,0.006,0.00354,0.00193,0.00106,0.00058,0.00036,0.00032,0.10542,0.10499,0.10453,0.10399,0.10346,0.10308,0.10261,0.10217,0.10168,0.10136,0.10054,0.09981,0.08845,0.08451,0.0768,0.05058,0.03604,0.02665,0.01963,0.01422,0.0137
NGA36765,Requiring PC,0.02737,0.02727,0.02717,0.02706,0.02699,0.02689,0.0268,0.02669,0.02655,0.02639,0.02621,0.02597,0.02524,0.02437,0.02376,0.02308,0.02048,0.0182,0.01712,0.01601,0.01491,0.00418,0.00422,0.0042,0.00421,0.0042,0.00422,0.00427,0.00431,0.00434,0.00435,0.00436,0.00436,0.00431,0.00422,0.00411,0.00399,0.00349,0.00304,0.00282,0.00254,0.00226,0.07655,0.07616,0.07589,0.07545,0.07518,0.07486,0.07447,0.074,0.07375,0.07323,0.0726,0.07209,0.06926,0.06607,0.06465,0.06316,0.05534,0.04883,0.04609,0.04333,0.04061
SDN53338,Unknown,0.00691,0.00683,0.00676,0.00666,0.00657,0.00648,0.0064,0.00627,0.00615,0.00601,0.00588,0.00575,0.00561,0.00546,0.0053,0.00509,0.00486,0.00458,0.00439,0.00416,0.00391,0.00047,0.00047,0.00047,0.00047,0.00047,0.00047,0.00047,0.00047,0.00047,0.00047,0.00047,0.00047,0.00047,0.00046,0.00046,0.00046,0.00046,0.00046,0.00046,0.00046,0.00046,0.033,0.03257,0.03219,0.03191,0.03156,0.03122,0.03085,0.03015,0.02939,0.02868,0.0282,0.02759,0.02703,0.02646,0.02589,0.02485,0.02388,0.02254,0.02157,0.02045,0.01927
SEN40210,Requiring PC,0.10909,0.10934,0.10964,0.11005,0.11031,0.11059,0.11082,0.11109,0.11125,0.11117,0.10798,0.10432,0.10029,0.09598,0.09001,0.08408,0.07386,0.04781,0.03312,0.02374,0.01677,0.01983,0.02031,0.02072,0.02126,0.02184,0.02226,0.02283,0.02337,0.02401,0.0243,0.02415,0.02387,0.02327,0.02253,0.02139,0.02021,0.01699,0.00974,0.00552,0.00316,0.00176,0.28551,0.2854,0.28511,0.28496,0.28515,0.28444,0.28408,0.28477,0.28499,0.28504,0.27733,0.26943,0.26058,0.25184,0.23879,0.22567,0.2055,0.14682,0.1084,0.08274,0.06173
NGA36787,Requiring PC,0.03304,0.03293,0.03284,0.03271,0.03264,0.03255,0.03244,0.03232,0.03217,0.03199,0.03177,0.0315,0.03058,0.02949,0.02878,0.028,0.02479,0.022,0.02069,0.01936,0.01803,0.006,0.00605,0.00602,0.00602,0.00606,0.00614,0.00618,0.00624,0.00623,0.00627,0.00627,0.00628,0.00617,0.00603,0.00585,0.00569,0.00499,0.00436,0.00401,0.00362,0.00326,0.09131,0.0909,0.09059,0.09027,0.08995,0.08969,0.08921,0.08876,0.08826,0.0878,0.08723,0.08661,0.08314,0.07915,0.07778,0.07622,0.06655,0.0586,0.05508,0.05171,0.04832
NGA37055,Requiring PC,0.02861,0.02851,0.02841,0.0283,0.02819,0.02811,0.02801,0.02793,0.02781,0.02769,0.0275,0.02733,0.0266,0.02576,0.02516,0.0245,0.02342,0.01549,0.01095,0.00782,0.0055,0.00395,0.00397,0.00395,0.00396,0.004,0.00403,0.00406,0.00407,0.00405,0.00408,0.00411,0.00408,0.00401,0.00396,0.00388,0.00377,0.00364,0.0022,0.00123,0.00066,0.00038,0.08329,0.08317,0.08266,0.08252,0.08207,0.08155,0.08124,0.08068,0.08037,0.07986,0.07923,0.07882,0.07567,0.07255,0.07104,0.06958,0.06639,0.04181,0.02968,0.02182,0.01594
NGA37092,Requiring PC,0.0199,0.01978,0.01966,0.01953,0.0194,0.01925,0.0191,0.01893,0.01876,0.01853,0.01827,0.01798,0.0163,0.01566,0.01077,0.0077,0.00695,0.00483,0.00332,0.00226,0.00212,0.00158,0.00164,0.00163,0.00165,0.00166,0.00167,0.00171,0.00171,0.00171,0.00174,0.00172,0.0017,0.00149,0.00142,0.00085,0.00057,0.00054,0.00041,0.00039,0.00038,0.00038,0.05905,0.05858,0.05788,0.05715,0.0566,0.05601,0.05544,0.05464,0.05433,0.05377,0.05309,0.05231,0.04718,0.04527,0.03141,0.02328,0.02128,0.01538,0.01118,0.00813,0.00768
NGA36487,Unknown,0.02405,0.02388,0.02371,0.02356,0.02343,0.02329,0.02313,0.023,0.02283,0.02264,0.02245,0.02209,0.02141,0.02067,0.02006,0.01942,0.01843,0.01749,0.01655,0.01554,0.01453,0.00091,9E-04,0.00088,0.00089,0.00091,0.00097,0.00094,0.00095,0.00097,0.00097,0.00099,0.001,0.00098,0.00097,0.00096,0.00095,9E-04,0.00087,8E-04,0.00078,0.00073,0.08568,0.08515,0.08415,0.08358,0.08293,0.0822,0.08164,0.081,0.08049,0.0799,0.07897,0.07795,0.07474,0.07143,0.0699,0.06818,0.06499,0.06137,0.05775,0.05424,0.05073
TCD10683,Non-endemic,0.00355,0.00345,0.00332,0.00314,0.00303,0.0029,0.00276,0.00261,0.00252,0.00239,0.00222,0.00216,0.00198,0.00183,0.00169,0.00153,0.00141,0.0013,0.00133,0.00134,0.00137,0.00078,0.00078,0.00079,0.00079,0.00079,0.00078,0.00079,8E-04,0.00079,0.00079,0.00079,8E-04,8E-04,0.00081,0.00081,0.00079,8E-04,0.00079,8E-04,0.00079,0.00081,0.01658,0.01555,0.01478,0.01324,0.01378,0.01267,0.01175,0.01105,0.01033,0.00973,0.00946,0.00856,0.00813,0.0073,0.00661,0.00612,0.00527,0.00438,0.00546,0.00566,0.0058
SDN53322,Unknown,0.00778,0.00764,0.00749,0.00729,0.00713,0.00698,0.00682,0.00659,0.00641,0.00622,0.00603,0.00581,0.00561,0.00536,0.00516,0.00495,0.00469,0.00439,0.00424,0.00403,0.00381,0.00093,0.00094,0.00093,0.00093,0.00094,0.00093,0.00093,0.00093,0.00094,0.00094,0.00094,0.00094,0.00094,0.00093,0.00093,0.00093,0.00092,0.00092,0.00092,0.00093,0.00092,0.03729,0.03619,0.03555,0.03486,0.03398,0.03331,0.03265,0.03115,0.0305,0.02936,0.02836,0.02742,0.02676,0.02589,0.02507,0.02398,0.02279,0.02144,0.02058,0.01967,0.01871
ETH18641,Requiring PC,0.01275,0.01255,0.01241,0.01224,0.01207,0.01186,0.01168,0.01151,0.0113,0.0111,0.01088,0.01066,0.01044,0.00738,0.0072,0.00652,0.0059,0.00406,0.00283,0.00197,0.00135,0.00095,0.00097,0.00099,0.00099,0.00102,0.001,0.00101,0.00102,0.00104,0.00104,0.00103,0.00106,0.00105,0.00087,0.00085,0.00082,0.00081,0.00075,0.00073,0.00073,0.00072,0.04343,0.04244,0.04164,0.04065,0.03984,0.03911,0.03832,0.03757,0.03671,0.03596,0.03526,0.0345,0.03378,0.02405,0.02362,0.02181,0.02012,0.01461,0.01082,0.00822,0.00626
ETH18655,Non-endemic,0.00317,0.0031,0.00304,0.00296,0.00288,0.00275,0.00265,0.00258,0.00248,0.00236,0.00223,0.00214,0.002,0.00188,0.00176,0.00163,0.00152,0.00142,0.00143,0.00145,0.00142,0.00063,0.00062,0.00064,0.00064,0.00063,0.00063,0.00064,0.00063,0.00063,0.00063,0.00063,0.00063,0.00063,0.00064,0.00064,0.00064,0.00064,0.00064,0.00064,0.00064,0.00064,0.01407,0.01395,0.01367,0.01296,0.01255,0.01204,0.0115,0.01083,0.01043,0.00983,0.0093,0.00849,0.00779,0.00712,0.00641,0.0056,0.00524,0.00423,0.00482,0.00516,0.00539
BFA53001,Under surveillance,0.20177,0.20202,0.20242,0.20256,0.20283,0.20321,0.20341,0.20338,0.20374,0.20379,0.20378,0.20347,0.19767,0.19659,0.18674,0.17634,0.16569,0.15515,0.14506,0.13828,0.12926,0.06641,0.06639,0.06697,0.06726,0.0675,0.0676,0.06755,0.06742,0.06755,0.06745,0.06723,0.06669,0.06434,0.06314,0.05948,0.05555,0.05148,0.04736,0.04319,0.03968,0.03601,0.43455,0.43444,0.43456,0.43432,0.43448,0.43446,0.43438,0.4346,0.43472,0.43523,0.43539,0.43548,0.42616,0.42551,0.40975,0.39339,0.37615,0.35929,0.34264,0.33371,0.31848
BFA05349,Under surveillance,0.25145,0.25228,0.2531,0.25389,0.25416,0.25422,0.1886,0.14423,0.11264,0.08806,0.06857,0.07265,0.05042,0.03577,0.02393,0.01577,0.01055,0.00706,0.00672,0.00663,0.00622,0.07296,0.0747,0.07677,0.07724,0.07832,0.07903,0.04657,0.02997,0.01975,0.01317,0.00826,0.00743,0.00362,0.00186,0.00131,0.00114,0.00106,0.00102,0.00101,0.001,0.001,0.55643,0.55547,0.55482,0.55522,0.55502,0.55392,0.46485,0.38751,0.32064,0.26352,0.21606,0.23585,0.17587,0.13419,0.09801,0.07042,0.05081,0.03732,0.03615,0.04002,0.03987
NGA37105,Requiring PC,0.0398,0.03975,0.03964,0.03957,0.03948,0.03931,0.03919,0.03902,0.03882,0.03858,0.03832,0.03801,0.02533,0.02433,0.01729,0.0125,0.01137,0.01023,0.00701,0.0048,0.00455,0.00793,0.00803,0.00812,0.00819,0.00829,0.00832,0.00839,0.00837,0.00841,0.00842,0.00844,0.00843,0.00548,0.00519,0.0031,0.00175,0.00148,0.00122,0.00067,0.00041,0.00037,0.10895,0.1087,0.1082,0.10776,0.10724,0.10661,0.10633,0.10594,0.10523,0.10475,0.1043,0.10362,0.06608,0.06405,0.04606,0.03465,0.03221,0.02968,0.02154,0.01571,0.0154
NGA36463,Requiring PC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
